任务编号,任务类型,到达小时,图形处理器需求量,连续执行时长,延时敏感性,来源区域,最大网络时延,最晚完成小时,最早开工小时,执行模式,连续执行时长_小时
26691,批量推理任务,767,4,158,中,区域A,80,2406,767,不可抢占,2.6333333333333333
26692,批量推理任务,540,17,186,中,区域B,80,2406,540,不可抢占,3.1
26693,批量推理任务,279,10,40,中,区域C,80,2406,279,不可抢占,0.6666666666666666
26694,实时推理任务,1279,4,208,高,区域B,20,1283,1279,不可抢占,3.466666666666667
26695,人工智能训练任务,1114,51,120,低,区域F,150,2406,1114,不可抢占,2
26696,批量推理任务,489,16,178,中,区域F,80,2406,489,不可抢占,2.966666666666667
26697,批量推理任务,1000,12,222,中,区域A,80,2406,1000,不可抢占,3.7
26698,实时推理任务,1487,6,281,高,区域A,20,1492,1487,不可抢占,4.683333333333334
26699,人工智能训练任务,305,95,375,低,区域D,150,2406,305,不可抢占,6.25
26700,人工智能训练任务,1384,34,132,低,区域E,150,2406,1384,不可抢占,2.2
26701,实时推理任务,847,5,106,高,区域C,20,849,847,不可抢占,1.7666666666666666
26702,实时推理任务,514,5,144,高,区域C,20,517,514,不可抢占,2.4
26703,实时推理任务,1621,2,321,高,区域F,20,1627,1621,不可抢占,5.35
26704,批量推理任务,831,18,373,中,区域A,80,2406,831,不可抢占,6.216666666666667
26705,实时推理任务,613,5,350,高,区域A,20,619,613,不可抢占,5.833333333333333
26706,批量推理任务,0,13,100,中,区域C,80,2406,0,不可抢占,1.6666666666666667
26707,批量推理任务,1267,4,282,中,区域D,80,2406,1267,不可抢占,4.7
26708,实时推理任务,825,5,88,高,区域C,20,827,825,不可抢占,1.4666666666666666
26709,批量推理任务,2322,15,80,中,区域F,80,2406,2322,不可抢占,1.3333333333333333
26710,人工智能训练任务,1718,51,244,低,区域B,150,2406,1718,不可抢占,4.066666666666666
26711,批量推理任务,1382,6,128,中,区域B,80,2406,1382,不可抢占,2.1333333333333333
26712,实时推理任务,968,1,34,高,区域B,20,969,968,不可抢占,0.5666666666666667
26713,人工智能训练任务,204,52,300,低,区域E,150,2406,204,不可抢占,5
26714,实时推理任务,1572,3,377,高,区域C,20,1579,1572,不可抢占,6.283333333333333
26715,实时推理任务,2119,3,359,高,区域C,20,2125,2119,不可抢占,5.983333333333333
26716,批量推理任务,1968,10,19,中,区域F,80,2406,1968,不可抢占,0.31666666666666665
26717,批量推理任务,821,11,243,中,区域A,80,2406,821,不可抢占,4.05
26718,实时推理任务,414,5,21,高,区域A,20,415,414,不可抢占,0.35
26719,人工智能训练任务,1311,125,361,低,区域D,150,2406,1311,不可抢占,6.016666666666667
26720,人工智能训练任务,79,17,341,低,区域E,150,2406,79,不可抢占,5.683333333333334
26721,人工智能训练任务,47,86,11,低,区域E,150,2406,47,不可抢占,0.18333333333333332
26722,实时推理任务,2263,3,162,高,区域C,20,2266,2263,不可抢占,2.7
26723,批量推理任务,417,15,202,中,区域A,80,2406,417,不可抢占,3.3666666666666667
26724,批量推理任务,580,11,229,中,区域A,80,2406,580,不可抢占,3.816666666666667
26725,人工智能训练任务,1544,43,81,低,区域D,150,2406,1544,不可抢占,1.35
26726,批量推理任务,1476,23,143,中,区域C,80,2406,1476,不可抢占,2.3833333333333333
26727,实时推理任务,378,2,201,高,区域C,20,382,378,不可抢占,3.35
26728,人工智能训练任务,1270,126,44,低,区域F,150,2406,1270,不可抢占,0.7333333333333333
26729,批量推理任务,2127,20,97,中,区域F,80,2406,2127,不可抢占,1.6166666666666667
26730,实时推理任务,496,2,121,高,区域A,20,499,496,不可抢占,2.0166666666666666
26731,批量推理任务,1602,20,246,中,区域B,80,2406,1602,不可抢占,4.1
26732,批量推理任务,22,4,282,中,区域C,80,2406,22,不可抢占,4.7
26733,实时推理任务,922,2,373,高,区域B,20,929,922,不可抢占,6.216666666666667
26734,人工智能训练任务,1047,117,272,低,区域E,150,2406,1047,不可抢占,4.533333333333333
26735,人工智能训练任务,1516,105,392,低,区域F,150,2406,1516,不可抢占,6.533333333333333
26736,批量推理任务,2092,14,296,中,区域A,80,2406,2092,不可抢占,4.933333333333334
26737,人工智能训练任务,1189,40,74,低,区域D,150,2406,1189,不可抢占,1.2333333333333334
26738,批量推理任务,1177,14,320,中,区域B,80,2406,1177,不可抢占,5.333333333333333
26739,人工智能训练任务,660,63,244,低,区域D,150,2406,660,不可抢占,4.066666666666666
26740,实时推理任务,400,1,23,高,区域B,20,401,400,不可抢占,0.38333333333333336
26741,人工智能训练任务,432,102,346,低,区域F,150,2406,432,不可抢占,5.766666666666667
26742,人工智能训练任务,87,29,350,低,区域F,150,2406,87,不可抢占,5.833333333333333
26743,实时推理任务,874,5,253,高,区域A,20,879,874,不可抢占,4.216666666666667
26744,实时推理任务,8,4,280,高,区域A,20,13,8,不可抢占,4.666666666666667
26745,实时推理任务,1537,2,18,高,区域B,20,1538,1537,不可抢占,0.3
26746,批量推理任务,430,11,35,中,区域D,80,2406,430,不可抢占,0.5833333333333334
26747,人工智能训练任务,2139,122,34,低,区域E,150,2406,2139,不可抢占,0.5666666666666667
26748,人工智能训练任务,28,86,100,低,区域F,150,2406,28,不可抢占,1.6666666666666667
26749,批量推理任务,64,18,54,中,区域A,80,2406,64,不可抢占,0.9
26750,人工智能训练任务,459,112,305,低,区域D,150,2406,459,不可抢占,5.083333333333333
26751,批量推理任务,1429,18,70,中,区域B,80,2406,1429,不可抢占,1.1666666666666667
26752,实时推理任务,1869,6,353,高,区域B,20,1875,1869,不可抢占,5.883333333333334
26753,批量推理任务,491,6,184,中,区域D,80,2406,491,不可抢占,3.066666666666667
26754,人工智能训练任务,2369,101,336,低,区域F,150,2406,2369,不可抢占,5.6
26755,实时推理任务,1596,2,32,高,区域D,20,1597,1596,不可抢占,0.5333333333333333
26756,批量推理任务,1938,9,139,中,区域A,80,2406,1938,不可抢占,2.316666666666667
26757,人工智能训练任务,1451,37,175,低,区域D,150,2406,1451,不可抢占,2.9166666666666665
26758,实时推理任务,1149,1,165,高,区域B,20,1152,1149,不可抢占,2.75
26759,批量推理任务,385,20,377,中,区域C,80,2406,385,不可抢占,6.283333333333333
26760,批量推理任务,653,21,124,中,区域D,80,2406,653,不可抢占,2.066666666666667
26761,人工智能训练任务,595,17,216,低,区域F,150,2406,595,不可抢占,3.6
26762,人工智能训练任务,2110,123,265,低,区域F,150,2406,2110,不可抢占,4.416666666666667
26763,人工智能训练任务,1162,124,235,低,区域C,150,2406,1162,不可抢占,3.9166666666666665
26764,实时推理任务,1766,2,155,高,区域A,20,1769,1766,不可抢占,2.5833333333333335
26765,批量推理任务,1740,16,89,中,区域C,80,2406,1740,不可抢占,1.4833333333333334
26766,人工智能训练任务,2285,35,291,低,区域E,150,2406,2285,不可抢占,4.85
26767,人工智能训练任务,2044,50,346,低,区域F,150,2406,2044,不可抢占,5.766666666666667
26768,实时推理任务,41,2,181,高,区域D,20,45,41,不可抢占,3.0166666666666666
26769,实时推理任务,14,7,21,高,区域A,20,15,14,不可抢占,0.35
26770,批量推理任务,2276,18,309,中,区域B,80,2406,2276,不可抢占,5.15
26771,批量推理任务,329,12,138,中,区域B,80,2406,329,不可抢占,2.3
26772,实时推理任务,931,1,258,高,区域B,20,936,931,不可抢占,4.3
26773,批量推理任务,1390,18,366,中,区域D,80,2406,1390,不可抢占,6.1
26774,实时推理任务,1164,7,182,高,区域C,20,1168,1164,不可抢占,3.033333333333333
26775,批量推理任务,1542,16,179,中,区域F,80,2406,1542,不可抢占,2.9833333333333334
26776,批量推理任务,362,10,254,中,区域A,80,2406,362,不可抢占,4.233333333333333
26777,批量推理任务,1193,18,125,中,区域B,80,2406,1193,不可抢占,2.0833333333333335
26778,实时推理任务,1921,7,285,高,区域B,20,1926,1921,不可抢占,4.75
26779,实时推理任务,2384,2,105,高,区域B,20,2386,2384,不可抢占,1.75
26780,批量推理任务,1210,15,380,中,区域D,80,2406,1210,不可抢占,6.333333333333333
26781,批量推理任务,892,15,62,中,区域F,80,2406,892,不可抢占,1.0333333333333334
26782,实时推理任务,1214,2,323,高,区域A,20,1220,1214,不可抢占,5.383333333333334
26783,批量推理任务,2377,16,138,中,区域A,80,2406,2377,不可抢占,2.3
26784,批量推理任务,1454,5,237,中,区域B,80,2406,1454,不可抢占,3.95
26785,实时推理任务,2293,6,121,高,区域B,20,2296,2293,不可抢占,2.0166666666666666
26786,实时推理任务,203,1,161,高,区域B,20,206,203,不可抢占,2.683333333333333
26787,实时推理任务,75,4,283,高,区域C,20,80,75,不可抢占,4.716666666666667
26788,批量推理任务,2386,12,317,中,区域F,80,2406,2386,不可抢占,5.283333333333333
26789,批量推理任务,1249,5,242,中,区域A,80,2406,1249,不可抢占,4.033333333333333
26790,批量推理任务,801,7,382,中,区域B,80,2406,801,不可抢占,6.366666666666666
26791,批量推理任务,1739,6,346,中,区域C,80,2406,1739,不可抢占,5.766666666666667
26792,批量推理任务,553,22,345,中,区域D,80,2406,553,不可抢占,5.75
26793,批量推理任务,569,9,296,中,区域D,80,2406,569,不可抢占,4.933333333333334
26794,人工智能训练任务,1041,67,17,低,区域F,150,2406,1041,不可抢占,0.2833333333333333
26795,实时推理任务,1690,5,299,高,区域A,20,1695,1690,不可抢占,4.983333333333333
26796,人工智能训练任务,380,25,117,低,区域D,150,2406,380,不可抢占,1.95
26797,实时推理任务,101,4,370,高,区域A,20,108,101,不可抢占,6.166666666666667
26798,人工智能训练任务,2132,42,322,低,区域D,150,2406,2132,不可抢占,5.366666666666666
26799,实时推理任务,1069,2,24,高,区域B,20,1070,1069,不可抢占,0.4
26800,批量推理任务,232,17,198,中,区域E,80,2406,232,不可抢占,3.3
26801,人工智能训练任务,2136,33,349,低,区域F,150,2406,2136,不可抢占,5.816666666666666
26802,实时推理任务,1081,5,116,高,区域A,20,1083,1081,不可抢占,1.9333333333333333
26803,人工智能训练任务,1763,30,333,低,区域D,150,2406,1763,不可抢占,5.55
26804,人工智能训练任务,1217,103,279,低,区域D,150,2406,1217,不可抢占,4.65
26805,批量推理任务,168,8,324,中,区域C,80,2406,168,不可抢占,5.4
26806,实时推理任务,811,3,320,高,区域C,20,817,811,不可抢占,5.333333333333333
26807,批量推理任务,24,14,304,中,区域E,80,2406,24,不可抢占,5.066666666666666
26808,批量推理任务,1210,16,193,中,区域A,80,2406,1210,不可抢占,3.216666666666667
26809,实时推理任务,2015,2,189,高,区域A,20,2019,2015,不可抢占,3.15
26810,实时推理任务,1752,4,106,高,区域A,20,1754,1752,不可抢占,1.7666666666666666
26811,实时推理任务,685,5,309,高,区域B,20,691,685,不可抢占,5.15
26812,实时推理任务,1486,4,309,高,区域B,20,1492,1486,不可抢占,5.15
26813,实时推理任务,1374,3,307,高,区域C,20,1380,1374,不可抢占,5.116666666666666
26814,批量推理任务,828,8,267,中,区域F,80,2406,828,不可抢占,4.45
26815,人工智能训练任务,328,101,55,低,区域B,150,2406,328,不可抢占,0.9166666666666666
26816,实时推理任务,1042,4,104,高,区域A,20,1044,1042,不可抢占,1.7333333333333334
26817,人工智能训练任务,382,16,372,低,区域D,150,2406,382,不可抢占,6.2
26818,批量推理任务,1725,16,64,中,区域C,80,2406,1725,不可抢占,1.0666666666666667
26819,实时推理任务,764,3,362,高,区域C,20,771,764,不可抢占,6.033333333333333
26820,人工智能训练任务,115,29,95,低,区域F,150,2406,115,不可抢占,1.5833333333333333
26821,人工智能训练任务,1418,20,191,低,区域F,150,2406,1418,不可抢占,3.183333333333333
26822,批量推理任务,283,8,12,中,区域A,80,2406,283,不可抢占,0.2
26823,批量推理任务,1515,12,251,中,区域B,80,2406,1515,不可抢占,4.183333333333334
26824,批量推理任务,129,13,175,中,区域C,80,2406,129,不可抢占,2.9166666666666665
26825,实时推理任务,1590,1,351,高,区域B,20,1596,1590,不可抢占,5.85
26826,实时推理任务,1839,2,149,高,区域C,20,1842,1839,不可抢占,2.4833333333333334
26827,人工智能训练任务,148,109,247,低,区域F,150,2406,148,不可抢占,4.116666666666666
26828,批量推理任务,2250,22,126,中,区域A,80,2406,2250,不可抢占,2.1
26829,批量推理任务,2271,13,80,中,区域B,80,2406,2271,不可抢占,1.3333333333333333
26830,实时推理任务,2267,7,136,高,区域B,20,2270,2267,不可抢占,2.2666666666666666
26831,实时推理任务,1825,4,95,高,区域B,20,1827,1825,不可抢占,1.5833333333333333
26832,实时推理任务,836,2,398,高,区域C,20,843,836,不可抢占,6.633333333333334
26833,实时推理任务,1663,5,258,高,区域C,20,1668,1663,不可抢占,4.3
26834,人工智能训练任务,423,45,174,低,区域F,150,2406,423,不可抢占,2.9
26835,实时推理任务,2224,2,248,高,区域A,20,2229,2224,不可抢占,4.133333333333334
26836,实时推理任务,2396,7,272,高,区域A,20,2401,2396,不可抢占,4.533333333333333
26837,批量推理任务,1449,22,382,中,区域C,80,2406,1449,不可抢占,6.366666666666666
26838,批量推理任务,446,19,344,中,区域D,80,2406,446,不可抢占,5.733333333333333
26839,实时推理任务,249,3,207,高,区域C,20,253,249,不可抢占,3.45
26840,批量推理任务,1166,9,203,中,区域F,80,2406,1166,不可抢占,3.3833333333333333
26841,批量推理任务,1137,7,79,中,区域A,80,2406,1137,不可抢占,1.3166666666666667
26842,人工智能训练任务,1674,72,380,低,区域D,150,2406,1674,不可抢占,6.333333333333333
26843,批量推理任务,1540,8,151,中,区域B,80,2406,1540,不可抢占,2.5166666666666666
26844,批量推理任务,1898,18,252,中,区域C,80,2406,1898,不可抢占,4.2
26845,人工智能训练任务,1456,22,70,低,区域E,150,2406,1456,不可抢占,1.1666666666666667
26846,批量推理任务,694,15,222,中,区域E,80,2406,694,不可抢占,3.7
26847,批量推理任务,195,6,62,中,区域F,80,2406,195,不可抢占,1.0333333333333334
26848,人工智能训练任务,1071,107,181,低,区域C,150,2406,1071,不可抢占,3.0166666666666666
26849,批量推理任务,237,6,311,中,区域B,80,2406,237,不可抢占,5.183333333333334
26850,人工智能训练任务,318,64,164,低,区域D,150,2406,318,不可抢占,2.7333333333333334
26851,人工智能训练任务,1252,96,253,低,区域E,150,2406,1252,不可抢占,4.216666666666667
26852,实时推理任务,2349,2,223,高,区域C,20,2353,2349,不可抢占,3.716666666666667
26853,人工智能训练任务,2313,99,44,低,区域F,150,2406,2313,不可抢占,0.7333333333333333
26854,实时推理任务,1458,6,317,高,区域A,20,1464,1458,不可抢占,5.283333333333333
26855,批量推理任务,63,8,306,中,区域A,80,2406,63,不可抢占,5.1
26856,人工智能训练任务,2371,65,285,低,区域D,150,2406,2371,不可抢占,4.75
26857,实时推理任务,2107,7,209,高,区域B,20,2111,2107,不可抢占,3.4833333333333334
26858,批量推理任务,490,9,173,中,区域D,80,2406,490,不可抢占,2.8833333333333333
26859,实时推理任务,590,5,190,高,区域C,20,594,590,不可抢占,3.1666666666666665
26860,人工智能训练任务,1410,120,107,低,区域F,150,2406,1410,不可抢占,1.7833333333333334
26861,人工智能训练任务,1371,118,187,低,区域B,150,2406,1371,不可抢占,3.1166666666666667
26862,实时推理任务,1027,2,250,高,区域A,20,1032,1027,不可抢占,4.166666666666667
26863,实时推理任务,2165,2,329,高,区域B,20,2171,2165,不可抢占,5.483333333333333
26864,人工智能训练任务,627,52,303,低,区域E,150,2406,627,不可抢占,5.05
26865,批量推理任务,1366,17,366,中,区域D,80,2406,1366,不可抢占,6.1
26866,实时推理任务,45,5,257,高,区域C,20,50,45,不可抢占,4.283333333333333
26867,实时推理任务,760,1,268,高,区域F,20,765,760,不可抢占,4.466666666666667
26868,人工智能训练任务,2218,74,109,低,区域D,150,2406,2218,不可抢占,1.8166666666666667
26869,批量推理任务,1381,5,232,中,区域B,80,2406,1381,不可抢占,3.8666666666666667
26870,人工智能训练任务,482,109,294,低,区域D,150,2406,482,不可抢占,4.9
26871,人工智能训练任务,500,85,225,低,区域E,150,2406,500,不可抢占,3.75
26872,人工智能训练任务,2167,115,272,低,区域F,150,2406,2167,不可抢占,4.533333333333333
26873,实时推理任务,1429,1,110,高,区域D,20,1431,1429,不可抢占,1.8333333333333333
26874,实时推理任务,2171,6,111,高,区域A,20,2173,2171,不可抢占,1.85
26875,实时推理任务,174,1,64,高,区域A,20,176,174,不可抢占,1.0666666666666667
