到达小时,任务类型,图形处理器总需求
1629,人工智能训练任务,774
1629,实时推理任务,46
1629,批量推理任务,95
1630,人工智能训练任务,459
1630,实时推理任务,46
1630,批量推理任务,159
1631,人工智能训练任务,779
1631,实时推理任务,12
1631,批量推理任务,92
1632,人工智能训练任务,677
1632,实时推理任务,21
1632,批量推理任务,72
1633,人工智能训练任务,246
1633,实时推理任务,12
1633,批量推理任务,56
1634,人工智能训练任务,671
1634,实时推理任务,32
1634,批量推理任务,101
1635,人工智能训练任务,943
1635,实时推理任务,26
1635,批量推理任务,56
1636,人工智能训练任务,255
1636,实时推理任务,17
1636,批量推理任务,40
1637,人工智能训练任务,234
1637,实时推理任务,18
1637,批量推理任务,164
1638,人工智能训练任务,163
1638,实时推理任务,48
1638,批量推理任务,67
1639,人工智能训练任务,952
1639,实时推理任务,55
1639,批量推理任务,145
1640,人工智能训练任务,248
1640,实时推理任务,14
1640,批量推理任务,117
1641,人工智能训练任务,740
1641,实时推理任务,10
1641,批量推理任务,73
1642,人工智能训练任务,304
1642,实时推理任务,17
1642,批量推理任务,107
1643,人工智能训练任务,103
1643,实时推理任务,26
1643,批量推理任务,122
1644,人工智能训练任务,611
1644,实时推理任务,48
1644,批量推理任务,189
1645,人工智能训练任务,703
1645,实时推理任务,20
1645,批量推理任务,112
1646,人工智能训练任务,666
1646,实时推理任务,18
1646,批量推理任务,97
1647,人工智能训练任务,431
1647,实时推理任务,31
1647,批量推理任务,70
1648,人工智能训练任务,333
1648,实时推理任务,13
1648,批量推理任务,118
1649,人工智能训练任务,434
1649,实时推理任务,32
1649,批量推理任务,55
1650,人工智能训练任务,606
1650,实时推理任务,38
1650,批量推理任务,150
1651,人工智能训练任务,584
1651,实时推理任务,27
1651,批量推理任务,150
1652,人工智能训练任务,587
1652,实时推理任务,42
1652,批量推理任务,69
1653,人工智能训练任务,471
1653,实时推理任务,21
1653,批量推理任务,75
1654,人工智能训练任务,690
1654,实时推理任务,35
1654,批量推理任务,73
1655,人工智能训练任务,666
1655,实时推理任务,30
1655,批量推理任务,168
1656,人工智能训练任务,628
1656,实时推理任务,50
1656,批量推理任务,54
1657,人工智能训练任务,994
1657,实时推理任务,27
1657,批量推理任务,119
1658,人工智能训练任务,388
1658,实时推理任务,33
1658,批量推理任务,86
1659,人工智能训练任务,606
1659,实时推理任务,33
1659,批量推理任务,86
1660,人工智能训练任务,718
1660,实时推理任务,46
1660,批量推理任务,86
1661,人工智能训练任务,132
1661,实时推理任务,22
1661,批量推理任务,102
1662,人工智能训练任务,336
1662,实时推理任务,18
1662,批量推理任务,172
1663,人工智能训练任务,485
1663,实时推理任务,47
1663,批量推理任务,106
1664,人工智能训练任务,706
1664,实时推理任务,37
1664,批量推理任务,98
1665,人工智能训练任务,269
1665,实时推理任务,40
1665,批量推理任务,120
1666,人工智能训练任务,250
1666,实时推理任务,23
1666,批量推理任务,84
1667,人工智能训练任务,812
1667,实时推理任务,57
1667,批量推理任务,69
1668,人工智能训练任务,181
1668,实时推理任务,28
1668,批量推理任务,184
1669,人工智能训练任务,619
1669,实时推理任务,25
1669,批量推理任务,97
1670,人工智能训练任务,466
1670,实时推理任务,29
1670,批量推理任务,56
1671,人工智能训练任务,539
1671,实时推理任务,48
1671,批量推理任务,157
1672,人工智能训练任务,494
1672,实时推理任务,28
1672,批量推理任务,84
1673,人工智能训练任务,564
1673,实时推理任务,56
1673,批量推理任务,79
1674,人工智能训练任务,409
1674,实时推理任务,18
1674,批量推理任务,46
1675,人工智能训练任务,224
1675,实时推理任务,31
1675,批量推理任务,34
1676,人工智能训练任务,535
1676,实时推理任务,40
1676,批量推理任务,109
1677,人工智能训练任务,240
1677,实时推理任务,22
1677,批量推理任务,140
1678,人工智能训练任务,619
1678,实时推理任务,18
1678,批量推理任务,111
1679,人工智能训练任务,268
1679,实时推理任务,24
1679,批量推理任务,124
1680,人工智能训练任务,359
1680,实时推理任务,23
1680,批量推理任务,83
1681,人工智能训练任务,475
1681,实时推理任务,33
1681,批量推理任务,64
1682,人工智能训练任务,479
1682,实时推理任务,42
1682,批量推理任务,118
1683,人工智能训练任务,563
1683,实时推理任务,23
1683,批量推理任务,169
1684,人工智能训练任务,660
1684,实时推理任务,29
1684,批量推理任务,186
1685,人工智能训练任务,567
1685,实时推理任务,19
1685,批量推理任务,48
1686,人工智能训练任务,534
1686,实时推理任务,32
1686,批量推理任务,43
1687,人工智能训练任务,568
1687,实时推理任务,16
1687,批量推理任务,129
1688,人工智能训练任务,753
1688,实时推理任务,9
1688,批量推理任务,77
1689,人工智能训练任务,367
1689,实时推理任务,16
1689,批量推理任务,135
1690,人工智能训练任务,404
1690,实时推理任务,37
1690,批量推理任务,128
1691,人工智能训练任务,1052
1691,实时推理任务,43
1691,批量推理任务,107
1692,人工智能训练任务,917
1692,实时推理任务,33
1692,批量推理任务,70
1693,人工智能训练任务,268
1693,实时推理任务,36
1693,批量推理任务,72
1694,人工智能训练任务,473
1694,实时推理任务,32
1694,批量推理任务,181
1695,人工智能训练任务,747
1695,实时推理任务,15
1695,批量推理任务,169
1696,人工智能训练任务,418
1696,实时推理任务,49
1696,批量推理任务,40
1697,人工智能训练任务,594
1697,实时推理任务,48
1697,批量推理任务,89
1698,人工智能训练任务,687
1698,实时推理任务,7
1698,批量推理任务,61
1699,人工智能训练任务,256
1699,实时推理任务,27
1699,批量推理任务,114
1700,人工智能训练任务,214
1700,实时推理任务,41
1700,批量推理任务,98
1701,人工智能训练任务,491
1701,实时推理任务,37
1701,批量推理任务,101
1702,人工智能训练任务,569
1702,实时推理任务,26
1702,批量推理任务,86
1703,人工智能训练任务,407
1703,实时推理任务,45
1703,批量推理任务,63
1704,人工智能训练任务,180
1704,实时推理任务,36
1704,批量推理任务,111
1705,人工智能训练任务,599
1705,实时推理任务,37
1705,批量推理任务,72
1706,人工智能训练任务,375
1706,实时推理任务,28
1706,批量推理任务,142
1707,人工智能训练任务,777
1707,实时推理任务,12
1707,批量推理任务,148
1708,人工智能训练任务,308
1708,实时推理任务,17
1708,批量推理任务,89
1709,人工智能训练任务,708
1709,实时推理任务,11
1709,批量推理任务,112
1710,人工智能训练任务,507
1710,实时推理任务,38
1710,批量推理任务,169
1711,人工智能训练任务,361
1711,实时推理任务,38
1711,批量推理任务,56
1712,人工智能训练任务,645
1712,实时推理任务,14
1712,批量推理任务,35
1713,人工智能训练任务,730
1713,实时推理任务,25
1713,批量推理任务,65
1714,人工智能训练任务,563
1714,实时推理任务,43
1714,批量推理任务,88
1715,人工智能训练任务,663
1715,实时推理任务,11
1715,批量推理任务,234
1716,人工智能训练任务,221
1716,实时推理任务,28
1716,批量推理任务,156
1717,人工智能训练任务,515
1717,实时推理任务,41
1717,批量推理任务,142
1718,人工智能训练任务,286
1718,实时推理任务,11
1718,批量推理任务,208
1719,人工智能训练任务,482
1719,实时推理任务,42
1719,批量推理任务,55
1720,人工智能训练任务,164
1720,实时推理任务,41
1720,批量推理任务,113
1721,人工智能训练任务,280
1721,实时推理任务,21
1721,批量推理任务,106
1722,人工智能训练任务,862
1722,实时推理任务,24
1722,批量推理任务,99
1723,人工智能训练任务,775
1723,实时推理任务,7
1723,批量推理任务,62
1724,人工智能训练任务,274
1724,实时推理任务,35
1724,批量推理任务,86
1725,人工智能训练任务,538
1725,实时推理任务,27
1725,批量推理任务,65
1726,人工智能训练任务,343
1726,实时推理任务,25
1726,批量推理任务,11
1727,人工智能训练任务,885
1727,实时推理任务,31
1727,批量推理任务,48
1728,人工智能训练任务,496
1728,实时推理任务,14
1728,批量推理任务,149
1729,人工智能训练任务,287
1729,实时推理任务,32
1729,批量推理任务,40
1730,人工智能训练任务,629
1730,实时推理任务,30
1730,批量推理任务,110
1731,人工智能训练任务,571
1731,实时推理任务,24
1731,批量推理任务,52
1732,人工智能训练任务,597
1732,实时推理任务,28
1732,批量推理任务,80
1733,人工智能训练任务,608
1733,实时推理任务,17
1733,批量推理任务,142
1734,人工智能训练任务,325
1734,实时推理任务,31
1734,批量推理任务,98
1735,人工智能训练任务,264
1735,实时推理任务,52
1735,批量推理任务,78
1736,人工智能训练任务,507
1736,实时推理任务,46
1736,批量推理任务,128
1737,人工智能训练任务,1088
1737,实时推理任务,25
1737,批量推理任务,167
1738,人工智能训练任务,439
1738,实时推理任务,21
1738,批量推理任务,52
1739,人工智能训练任务,177
1739,实时推理任务,23
1739,批量推理任务,50
1740,人工智能训练任务,569
1740,实时推理任务,23
1740,批量推理任务,51
1741,人工智能训练任务,474
1741,实时推理任务,19
1741,批量推理任务,100
1742,人工智能训练任务,408
1742,实时推理任务,11
1742,批量推理任务,38
1743,人工智能训练任务,420
1743,实时推理任务,45
1743,批量推理任务,122
1744,人工智能训练任务,480
1744,实时推理任务,20
1744,批量推理任务,47
1745,人工智能训练任务,473
1745,实时推理任务,24
1745,批量推理任务,58
1746,人工智能训练任务,510
1746,实时推理任务,16
1746,批量推理任务,177
1747,人工智能训练任务,686
1747,实时推理任务,29
1747,批量推理任务,87
1748,人工智能训练任务,372
1748,实时推理任务,10
1748,批量推理任务,71
1749,人工智能训练任务,623
1749,实时推理任务,27
1749,批量推理任务,111
1750,人工智能训练任务,460
1750,实时推理任务,33
1750,批量推理任务,31
1751,人工智能训练任务,589
1751,批量推理任务,47
1752,人工智能训练任务,389
1752,实时推理任务,43
1752,批量推理任务,107
1753,人工智能训练任务,322
1753,实时推理任务,27
1753,批量推理任务,85
1754,人工智能训练任务,432
1754,实时推理任务,19
1754,批量推理任务,90
1755,人工智能训练任务,563
1755,实时推理任务,39
1755,批量推理任务,88
1756,人工智能训练任务,689
1756,实时推理任务,19
1756,批量推理任务,61
1757,人工智能训练任务,467
1757,实时推理任务,24
1757,批量推理任务,56
1758,人工智能训练任务,929
1758,实时推理任务,29
1758,批量推理任务,95
1759,人工智能训练任务,399
1759,实时推理任务,20
1759,批量推理任务,136
1760,人工智能训练任务,214
1760,实时推理任务,34
1760,批量推理任务,94
1761,人工智能训练任务,708
1761,实时推理任务,16
1761,批量推理任务,46
1762,人工智能训练任务,85
1762,实时推理任务,21
1762,批量推理任务,16
1763,人工智能训练任务,916
1763,实时推理任务,28
1763,批量推理任务,73
1764,人工智能训练任务,1015
1764,实时推理任务,20
1764,批量推理任务,74
1765,人工智能训练任务,339
1765,实时推理任务,39
1765,批量推理任务,79
1766,人工智能训练任务,326
1766,实时推理任务,30
1766,批量推理任务,116
1767,人工智能训练任务,602
1767,实时推理任务,51
1767,批量推理任务,18
1768,人工智能训练任务,827
1768,实时推理任务,13
1768,批量推理任务,70
1769,人工智能训练任务,446
1769,实时推理任务,49
1769,批量推理任务,54
1770,人工智能训练任务,297
1770,实时推理任务,49
1770,批量推理任务,129
