调度时段编号,区域编号,电价时段,购电价格,售电价格,碳强度,人工智能训练任务功率,图形处理器利用率,可用新能源出力,直接消纳新能源,新能源充电功率,弃风弃光功率,信息技术侧负荷,设施侧总负荷,电网购电功率,电网充电功率,外送售电功率,净购电功率,碳排放量,需求响应等级,储能荷电状态,储能充电功率,储能放电功率,基准人工智能信息技术负荷,非人工智能信息技术负荷,数据时段
1047,区域C,平,689.13,0.0,0.5283,5.28,18.064815,877.65,83.5161,0.0,794.1339,289.595,399.6411,316.125,0.0,0.0,316.125,167.0088,低,300.0,0.0,0.0,11.1723333333,278.422667,主时域0_2399
1047,区域D,平,442.28,344.98,0.4034,68.9653333333,30.912591,877.65,155.3744,0.0,542.2756,289.72,370.8416,215.4672,0.0,180.0,35.4672,86.9195,低,900.0,0.0,0.0,71.2253333333,218.494667,主时域0_2399
1047,区域E,平,390.85,304.86,0.2113,133.6586666667,85.905797,877.65,251.1529,0.0,406.4971,296.661,370.8262,119.6733,0.0,220.0,-100.3267,25.287,低,820.0,0.0,0.0,137.0586666667,159.602333,主时域0_2399
1047,区域F,平,411.42,320.91,0.2497,76.2613333333,51.728778,877.65,173.8745,0.0,483.7755,272.703,346.3328,172.4583,0.0,220.0,-47.5417,43.0628,低,850.0,0.0,0.0,78.42,194.283,主时域0_2399
1048,区域A,平,740.54,0.0,0.6035,22.0906666667,52.238095,800.0,51.3634,0.0,748.6366,260.63,351.8505,300.4871,0.0,0.0,300.4871,181.344,低,350.0,0.0,0.0,39.9426666667,220.687333,主时域0_2399
1048,区域B,平,709.68,0.0,0.5645,8.0586666667,24.216524,800.0,56.5688,0.0,743.4312,238.11,321.4485,264.8797,0.0,0.0,264.8797,149.5246,低,320.0,0.0,0.0,16.6026666667,221.507333,主时域0_2399
1048,区域C,平,689.11,0.0,0.5353,0.704,11.981481,800.0,71.0492,0.0,728.9508,249.95,344.931,273.8818,0.0,0.0,273.8818,146.609,低,300.0,0.0,0.0,5.9146666667,244.035333,主时域0_2399
1048,区域D,平,442.26,344.96,0.4088,74.856,34.145154,800.0,144.0345,0.0,475.9655,270.51,346.2528,202.2183,0.0,180.0,22.2183,82.6668,低,900.0,0.0,0.0,78.1926666667,192.317333,主时域0_2399
1048,区域E,平,390.84,304.86,0.2141,99.4853333333,64.998353,800.0,199.4496,0.0,380.5504,249.312,311.64,112.1904,0.0,220.0,-107.8096,24.02,低,820.0,0.0,0.0,102.9853333333,146.326667,主时域0_2399
1048,区域F,平,411.41,320.9,0.2531,68.8533333333,47.125604,800.0,158.5323,0.0,421.4677,245.707,312.0479,153.5156,0.0,220.0,-66.4844,38.8548,低,850.0,0.0,0.0,71.2233333333,174.483667,主时域0_2399
1049,区域A,峰,1073.72,0.0,0.6138,14.88,39.111111,722.35,47.9302,0.0,674.4198,251.42,339.417,246.4868,0.0,0.0,246.4868,151.2936,中,301.087,0.0,45.0,28.7323333333,222.687667,主时域0_2399
1049,区域B,峰,1028.98,0.0,0.5742,4.96,20.726496,722.35,51.2017,0.0,671.1483,221.52,299.052,207.3503,0.0,0.0,207.3503,119.0606,中,275.9783,0.0,40.5,13.42,208.1,主时域0_2399
1049,区域C,峰,999.16,0.0,0.5445,18.08,27.688272,722.35,64.3232,0.0,658.0268,231.65,319.677,217.1038,0.0,0.0,217.1038,118.213,中,258.4239,0.0,38.25,21.0933333333,210.556667,主时域0_2399
1049,区域D,峰,641.25,500.18,0.4158,93.28,41.440217,722.35,128.7354,0.0,413.6146,244.58,313.0624,2.327,0.0,180.0,-177.673,0.9676,中,704.3011,0.0,182.0,95.78,148.8,主时域0_2399
1049,区域E,峰,566.69,442.02,0.2178,87.76,56.729249,722.35,179.4311,0.0,322.9189,240.61,300.7625,0.0,0.0,220.0,-220.0,0.0,中,689.5362,0.0,121.3314,90.22,150.39,主时域0_2399
1049,区域F,峰,596.51,465.28,0.2574,60.16,41.097308,722.35,156.0014,0.0,346.3486,237.33,301.4091,0.0,0.0,220.0,-220.0,0.0,中,693.6476,0.0,145.4077,62.14,175.19,主时域0_2399
1050,区域A,峰,1073.64,0.0,0.6258,7.936,26.611111,650.0,43.6908,0.0,606.3092,239.73,323.6355,234.9447,0.0,0.0,234.9447,147.0284,中,252.1739,0.0,45.0,18.421,221.309,主时域0_2399
1050,区域B,峰,1028.91,0.0,0.5854,13.368,31.082621,650.0,45.245,0.0,604.755,203.12,274.212,188.467,0.0,0.0,188.467,110.3286,中,231.9565,0.0,40.5,22.9106666667,180.209333,主时域0_2399
1050,区域C,峰,999.08,0.0,0.5551,18.08,31.358025,650.0,60.1331,0.0,589.8669,223.46,308.3748,209.9917,0.0,0.0,209.9917,116.5664,中,216.8478,0.0,38.25,23.3066666667,200.153333,主时域0_2399
1050,区域D,峰,641.2,500.14,0.4239,122.9253333333,53.60394,650.0,112.6431,0.0,357.3569,217.29,278.1312,0.0,0.0,180.0,-180.0,0.0,中,526.3569,0.0,165.4881,124.851,92.439,主时域0_2399
1050,区域E,峰,566.65,441.99,0.222,85.344,54.659091,650.0,148.4038,0.0,281.5962,215.86,269.825,0.0,0.0,220.0,-220.0,0.0,中,558.9757,0.0,121.4212,87.219,128.641,主时域0_2399
1050,区域F,峰,596.47,465.25,0.2624,73.92,51.747757,650.0,173.1213,0.0,256.8787,257.2,326.644,0.0,0.0,220.0,-220.0,0.0,中,528.5695,0.0,153.5227,77.5906666667,179.609333,主时域0_2399
1051,区域A,峰,1073.54,0.0,0.6386,0.0,18.613757,587.87,43.6345,0.0,544.2355,252.98,341.523,252.8885,0.0,0.0,252.8885,161.4946,中,203.2609,0.0,45.0,10.6733333333,242.306667,主时域0_2399
1051,区域B,峰,1028.81,0.0,0.5974,0.2186666667,15.413105,587.87,47.7442,0.0,540.1258,224.17,302.6295,214.3853,0.0,0.0,214.3853,128.0738,中,187.9348,0.0,40.5,8.8386666667,215.331333,主时域0_2399
1051,区域C,峰,998.99,0.0,0.5665,18.08,36.114198,587.87,61.2704,0.0,526.5996,236.46,326.3148,226.7944,0.0,0.0,226.7944,128.4791,中,175.2717,0.0,38.25,25.9813333333,210.478667,主时域0_2399
1051,区域D,峰,641.14,500.09,0.4326,96.928,43.277853,587.87,111.6134,0.0,296.2566,219.22,280.6016,0.0,0.0,180.0,-180.0,0.0,中,344.6492,0.0,168.9882,99.993,119.227,主时域0_2399
1051,区域E,峰,566.59,441.94,0.2266,97.344,60.968379,587.87,164.8281,0.0,203.0419,239.75,299.6875,0.0,0.0,220.0,-220.0,0.0,中,413.9656,0.0,134.8594,98.104,141.646,主时域0_2399
1051,区域F,峰,596.41,465.2,0.2678,45.1413333333,33.528295,587.87,156.6613,0.0,211.2087,226.56,287.7312,0.0,0.0,220.0,-220.0,0.0,中,387.634,0.0,131.0699,49.0963333333,177.463667,主时域0_2399
1052,区域A,峰,1073.42,0.0,0.6514,0.0,12.156085,540.19,40.129,0.0,500.061,247.71,334.4085,249.2795,0.0,0.0,249.2795,162.3807,中,154.3478,0.0,45.0,6.9536666667,240.756333,主时域0_2399
1052,区域B,峰,1028.7,0.0,0.6094,6.4,25.578348,540.19,48.8511,0.0,491.3389,241.24,325.674,236.3229,0.0,0.0,236.3229,144.0152,中,143.913,0.0,40.5,17.2106666667,224.029333,主时域0_2399
1052,区域C,峰,998.88,0.0,0.5778,18.08,36.16358,540.19,64.5915,0.0,475.5985,260.03,358.8414,255.9999,0.0,0.0,255.9999,147.9168,中,133.6957,0.0,38.25,26.1683333333,233.861667,主时域0_2399
1052,区域D,峰,641.07,500.03,0.4413,86.3706666667,40.001132,540.19,123.7217,0.0,236.4683,247.84,317.2352,11.5135,0.0,180.0,-168.4865,5.0809,中,148.9502,0.0,182.0,91.2106666667,156.629333,主时域0_2399
1052,区域E,峰,566.53,441.89,0.2311,89.712,60.444664,540.19,157.4169,0.0,172.2479,228.97,286.2125,0.0,0.0,210.5252,-210.5252,0.0,中,275.4757,0.0,128.7956,94.652,134.318,主时域0_2399
1052,区域F,峰,596.35,465.15,0.2732,29.536,23.355763,540.19,186.3131,0.0,159.2446,261.97,332.7019,0.0,0.0,194.6323,-194.6323,0.0,中,230.2267,0.0,146.3888,33.3573333333,228.612667,主时域0_2399
1053,区域A,峰,1073.28,0.0,0.6633,0.0,9.830688,510.22,41.3197,0.0,468.9003,255.06,344.331,258.0113,0.0,0.0,258.0113,171.1389,中,105.4348,0.0,45.0,5.656,249.404,主时域0_2399
1053,区域B,峰,1028.56,0.0,0.6205,15.04,37.156695,510.22,49.9912,0.0,460.2288,246.87,333.2745,242.7833,0.0,0.0,242.7833,150.6471,中,99.8913,0.0,40.5,26.9526666667,219.917333,主时域0_2399
1053,区域C,峰,998.75,0.0,0.5884,15.992,32.82716,510.22,60.0507,0.0,450.1693,241.75,333.615,235.3143,0.0,0.0,235.3143,138.4589,中,92.1196,0.0,38.25,23.6236666667,218.126333,主时域0_2399
1053,区域D,峰,640.99,499.97,0.4493,158.6826666667,72.273551,510.22,137.409,0.0,192.811,280.85,359.488,167.2552,0.0,180.0,-12.7448,75.1478,中,90.0,0.0,54.8237,165.8666666667,114.983333,主时域0_2399
1053,区域E,峰,566.45,441.83,0.2354,60.6186666667,46.322464,510.22,178.2619,0.0,149.3812,259.29,324.1125,0.0,0.0,182.577,-182.577,0.0,中,118.647,0.0,145.8506,69.532,189.758,主时域0_2399
1053,区域F,峰,596.27,465.09,0.2782,33.728,27.715666,510.22,196.1941,0.0,141.3117,268.42,340.8934,9.6385,0.0,172.7143,-163.0758,2.6814,中,85.0,0.0,135.0608,39.2026666667,229.217333,主时域0_2399
1054,区域A,平,666.07,0.0,0.6735,3.52,17.269841,500.0,44.1936,54.6968,401.1096,272.8,368.28,324.0864,0.0,0.0,324.0864,218.2722,低,156.3028,54.6968,0.0,11.764,261.036,主时域0_2399
1054,区域B,平,638.32,0.0,0.63,6.976,27.769231,500.0,59.1037,49.5,391.3963,291.87,394.0245,334.9208,0.0,0.0,334.9208,211.0001,低,145.9263,49.5,0.0,18.144,273.726,主时域0_2399
1054,区域C,平,619.82,0.0,0.5974,4.5866666667,13.641975,500.0,70.486,46.75,382.764,283.76,391.5888,321.1028,0.0,0.0,321.1028,191.8268,低,135.5971,46.75,0.0,9.0516666667,274.708333,主时域0_2399
1054,区域D,平,397.79,310.28,0.4562,136.872,61.672328,500.0,143.376,71.3248,128.3846,298.7,382.336,238.96,0.0,156.9146,82.0454,109.0136,低,157.0453,71.3248,0.0,142.1086666667,156.591333,主时域0_2399
1054,区域E,平,351.54,274.2,0.239,80.048,60.191041,500.0,189.1175,62.1765,111.9177,275.08,343.85,154.7325,0.0,136.7883,17.9442,36.9811,低,177.093,62.1765,0.0,90.8713333333,184.208667,主时域0_2399
1054,区域F,平,370.04,288.63,0.2824,57.568,43.992409,500.0,215.8808,56.8238,102.2829,288.11,365.8997,150.0189,0.0,125.0124,25.0064,42.3653,低,138.4144,56.8238,0.0,63.8846666667,224.225333,主时域0_2399
1055,区域A,平,665.95,0.0,0.6812,3.52,16.216931,510.22,53.9492,54.7525,401.5183,333.02,449.577,395.6278,0.0,0.0,395.6278,269.5016,低,207.2226,54.7525,0.0,11.0433333333,321.976667,主时域0_2399
1055,区域B,平,638.21,0.0,0.6373,6.4,27.336182,510.22,64.4699,49.5,396.2501,318.37,429.7995,365.3296,0.0,0.0,365.3296,232.8245,低,191.9613,49.5,0.0,17.836,300.534,主时域0_2399
1055,区域C,平,619.71,0.0,0.6043,31.04,39.287037,510.22,83.3531,46.75,380.1169,335.56,463.0728,379.7197,0.0,0.0,379.7197,229.4646,中,179.0746,46.75,0.0,32.8433333333,302.716667,主时域0_2399
1055,区域D,平,397.72,310.22,0.4615,111.944,51.674592,510.22,151.6829,71.7074,129.0734,321.33,411.3024,259.6195,0.0,157.7563,101.8632,119.8144,低,224.4503,71.7074,0.0,117.904,203.426,主时域0_2399
1055,区域E,平,351.48,274.15,0.2417,65.7386666667,53.346509,510.22,216.4731,58.7494,105.7489,314.87,393.5875,177.1144,0.0,129.2486,47.8657,42.8085,低,232.3174,58.7494,0.0,78.5786666667,236.291333,主时域0_2399
1055,区域F,平,369.97,288.58,0.2857,45.44,35.127674,510.22,240.2662,53.9908,97.1834,314.04,398.8308,158.5646,0.0,118.7797,39.7849,45.3019,低,189.1657,53.9908,0.0,50.7866666667,263.253333,主时域0_2399
1056,区域A,谷,480.87,0.0,0.686,3.52,14.010582,540.19,57.7206,55.0,427.4694,356.3,481.005,441.2844,18.0,0.0,441.2844,302.7211,中,275.1126,73.0,0.0,9.8266666667,346.473333,主时域0_2399
1056,区域B,谷,460.84,0.0,0.6418,6.08,27.196581,540.19,72.3816,49.5,418.3084,357.44,482.544,426.3624,16.2,0.0,426.3624,273.6394,中,253.0623,65.7,0.0,17.5783333333,339.861667,主时域0_2399
1056,区域C,谷,447.48,0.0,0.6086,16.2266666667,27.419753,540.19,86.9897,46.75,406.4503,350.2,483.276,411.5863,15.3,0.0,411.5863,250.4914,中,236.7811,62.05,0.0,20.6716666667,329.528333,主时域0_2399
1056,区域D,谷,287.19,224.01,0.4647,110.216,52.095788,540.19,164.3014,75.1777,135.3199,352.62,451.3536,349.4522,62.4,165.391,184.0612,162.3904,低,353.7733,137.5777,0.0,117.876,234.744,主时域0_2399
1056,区域E,谷,253.79,197.96,0.2434,101.3386666667,73.572134,540.19,226.6825,62.7015,112.8627,329.72,412.15,243.0675,57.6,137.9433,105.1242,59.1626,低,345.4008,120.3015,0.0,112.397,217.323,主时域0_2399
1056,区域F,谷,267.15,208.38,0.2877,44.792,33.348861,540.19,294.2834,49.1813,88.5264,378.65,480.8855,246.6021,60.0,108.1989,138.4032,70.9474,低,291.7962,109.1813,0.0,48.984,329.666,主时域0_2399
1057,区域A,谷,480.77,0.0,0.6876,11.68,31.166667,587.87,62.5385,55.0,470.3315,386.04,521.154,476.6155,18.0,0.0,476.6155,327.7208,中,343.0026,73.0,0.0,23.4723333333,362.567667,主时域0_2399
1057,区域B,谷,460.74,0.0,0.6432,0.0,22.296296,587.87,79.704,49.5,458.666,393.6,531.36,467.856,16.2,0.0,467.856,300.925,中,314.1633,65.7,0.0,12.2943333333,381.305667,主时域0_2399
1057,区域C,谷,447.38,0.0,0.6099,18.4,40.740741,587.87,94.4541,46.75,446.6659,380.25,524.745,445.5909,15.3,0.0,445.5909,271.7659,中,294.4876,62.05,0.0,28.5,351.75,主时域0_2399
1057,区域D,谷,287.13,223.96,0.4658,97.376,46.743659,587.87,166.5716,84.2597,157.0387,360.46,461.3888,357.2172,62.4,180.0,177.2172,166.3918,低,491.6334,146.6597,0.0,105.1826666667,255.277333,主时域0_2399
1057,区域E,谷,253.74,197.92,0.244,100.7066666667,72.348485,587.87,271.6863,63.2368,113.8261,395.18,493.975,279.8887,57.6,139.1208,140.7679,68.2929,低,458.9873,120.8367,0.0,110.8466666667,284.333333,主时域0_2399
1057,区域F,谷,267.09,208.33,0.2883,49.12,34.920635,587.87,296.8833,58.1973,104.7552,378.29,480.4283,243.545,60.0,128.0341,115.5108,70.214,低,402.9016,118.1973,0.0,52.1533333333,326.136667,主时域0_2399
1058,区域A,谷,480.66,0.0,0.6857,7.32,22.666667,650.0,63.4457,0.0,586.5543,391.64,528.714,472.7924,7.5241,0.0,472.7924,324.1938,中,350.0,7.5241,0.0,16.225,375.415,主时域0_2399
1058,区域B,谷,460.63,0.0,0.6414,0.0,13.806268,650.0,79.704,0.0,570.296,393.6,531.36,457.932,6.276,0.0,457.932,293.7176,中,320.0,6.276,0.0,7.459,386.141,主时域0_2399
1058,区域C,谷,447.28,0.0,0.6083,30.5013333333,56.030864,650.0,96.5779,0.0,553.4221,388.8,536.544,445.8934,5.9273,0.0,445.8934,271.237,中,300.0,5.9273,0.0,41.0786666667,347.721333,主时域0_2399
1058,区域D,谷,287.06,223.91,0.4645,87.8133333333,40.885417,650.0,185.131,92.9738,191.8952,401.76,514.2528,391.5218,62.4,180.0,211.5218,181.8619,低,637.6848,155.3738,0.0,92.9733333333,308.786667,主时域0_2399
1058,区域E,谷,253.68,197.87,0.2433,71.712,54.013505,650.0,284.0819,73.1836,131.7305,413.21,516.5125,290.0306,57.6,161.004,129.0266,70.5645,低,581.9239,130.7836,0.0,81.4336666667,331.776333,主时域0_2399
1058,区域F,谷,267.03,208.28,0.2875,48.2346666667,35.037957,650.0,318.2513,66.3497,119.4295,404.18,513.3086,255.0573,60.0,145.9694,109.0879,73.329,低,521.6704,126.3497,0.0,51.9346666667,352.245333,主时域0_2399
1059,区域A,谷,480.54,0.0,0.6805,2.1466666667,17.582011,722.35,65.3184,0.0,657.0316,403.2,544.32,479.0016,0.0,0.0,479.0016,325.9606,中,350.0,0.0,0.0,10.8963333333,392.303667,主时域0_2399
1059,区域B,谷,460.51,0.0,0.6366,0.0,21.880342,722.35,79.704,0.0,642.646,393.6,531.36,451.656,0.0,0.0,451.656,287.5242,中,320.0,0.0,0.0,11.86,381.74,主时域0_2399
1059,区域C,谷,447.17,0.0,0.6037,18.112,39.052469,722.35,96.5779,0.0,625.7721,388.8,536.544,439.9661,0.0,0.0,439.9661,265.6075,中,300.0,0.0,0.0,27.2933333333,361.506667,主时域0_2399
1059,区域D,谷,286.99,223.85,0.461,61.4293333333,29.248188,722.35,196.6826,105.1335,240.5339,425.62,544.7936,410.511,62.4,180.0,230.511,189.2456,低,795.1663,167.5335,0.0,65.9493333333,359.670667,主时域0_2399
1059,区域E,谷,253.62,197.82,0.2415,64.336,47.648221,722.35,305.6419,83.3416,150.0149,444.57,555.7125,307.6706,57.6,183.3516,124.319,74.3025,低,714.4091,140.9416,0.0,72.226,372.344,主时域0_2399
1059,区域F,谷,266.96,208.23,0.2854,79.0506666667,54.975845,722.35,350.6973,74.3305,133.795,446.86,567.5122,276.8149,60.0,163.5272,113.2877,79.003,中,647.9411,134.3305,0.0,82.7506666667,364.109333,主时域0_2399
1060,区域A,谷,480.4,0.0,0.6724,0.0,16.058201,800.0,65.3184,0.0,734.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,322.0807,中,350.0,0.0,0.0,9.336,393.864,主时域0_2399
1060,区域B,谷,460.39,0.0,0.629,0.0,25.763533,800.0,79.704,0.0,720.296,393.6,531.36,451.656,0.0,0.0,451.656,284.0916,中,320.0,0.0,0.0,14.2773333333,379.322667,主时域0_2399
1060,区域C,谷,447.04,0.0,0.5965,25.44,44.598765,800.0,96.5779,0.0,703.4221,388.8,536.544,439.9661,0.0,0.0,439.9661,262.4398,中,300.0,0.0,0.0,33.0033333333,355.796667,主时域0_2399
1060,区域D,谷,286.91,223.79,0.4555,53.04,22.965353,800.0,228.4154,49.1252,342.4594,490.22,627.4816,461.4662,62.4,180.0,281.4662,210.1979,低,900.0,111.5252,0.0,53.646,436.574,主时域0_2399
1060,区域E,谷,253.55,197.77,0.2386,69.68,50.355731,800.0,316.7244,54.7308,208.5448,460.69,575.8625,316.7381,57.6,220.0,96.7381,75.5737,中,820.0,112.3308,0.0,77.088,383.602,主时域0_2399
1060,区域F,谷,266.89,208.17,0.282,52.536,34.649758,800.0,342.9123,91.4175,164.5516,441.22,560.3494,277.4371,60.0,201.1186,76.3185,78.2373,中,790.2736,151.4175,0.0,53.1726666667,388.047333,主时域0_2399
1061,区域A,谷,480.26,0.0,0.6618,0.0,17.502646,877.65,65.3184,0.0,812.3316,403.2,544.32,479.0016,0.0,0.0,479.0016,317.0033,中,350.0,0.0,0.0,9.9813333333,393.218667,主时域0_2399
1061,区域B,谷,460.25,0.0,0.6191,0.0,24.031339,877.65,79.704,0.0,797.946,393.6,531.36,451.656,0.0,0.0,451.656,279.6202,中,320.0,0.0,0.0,13.3493333333,380.250667,主时域0_2399
1061,区域C,谷,446.91,0.0,0.5871,14.2933333333,33.851852,877.65,96.5779,0.0,781.0721,388.8,536.544,439.9661,0.0,0.0,439.9661,258.3041,中,300.0,0.0,0.0,22.9706666667,365.829333,主时域0_2399
1061,区域D,谷,286.82,223.72,0.4483,49.0,22.247509,877.65,220.6443,0.0,477.0057,467.42,598.2976,377.6533,0.0,180.0,197.6533,169.302,低,900.0,0.0,0.0,51.0986666667,416.321333,主时域0_2399
1061,区域E,谷,253.47,197.71,0.2348,71.9786666667,50.143281,877.65,340.7113,0.0,316.9387,495.58,619.475,278.7637,0.0,220.0,58.7637,65.4537,中,820.0,0.0,0.0,77.737,417.843,主时域0_2399
1061,区域F,谷,266.81,208.11,0.2775,44.656,30.548654,877.65,353.9879,3.5387,300.1233,462.68,587.6036,293.6157,60.0,220.0,73.6157,81.4783,中,850.0,63.5387,0.0,46.256,416.424,主时域0_2399
1062,区域A,谷,480.11,0.0,0.6496,0.0,15.984127,950.0,65.3184,0.0,884.6816,403.2,544.32,479.0016,0.0,0.0,479.0016,311.1594,中,350.0,0.0,0.0,9.099,394.101,主时域0_2399
1062,区域B,谷,460.11,0.0,0.6077,4.16,27.777778,950.0,79.704,0.0,870.296,393.6,531.36,451.656,0.0,0.0,451.656,274.4714,中,320.0,0.0,0.0,17.0866666667,376.513333,主时域0_2399
1062,区域C,谷,446.77,0.0,0.5763,13.28,25.246914,950.0,96.5779,0.0,853.4221,388.8,536.544,439.9661,0.0,0.0,439.9661,253.5525,中,300.0,0.0,0.0,18.132,370.668,主时域0_2399
1062,区域D,谷,286.74,223.66,0.44,40.3946666667,17.604167,950.0,223.4304,0.0,546.5696,465.48,595.8144,372.384,0.0,180.0,192.384,163.849,低,900.0,0.0,0.0,41.0613333333,424.418667,主时域0_2399
1062,区域E,谷,253.39,197.64,0.2305,33.2266666667,26.350461,950.0,312.235,0.0,417.765,454.16,567.7,255.465,0.0,220.0,35.465,58.8847,中,820.0,0.0,0.0,39.1266666667,415.033333,主时域0_2399
1062,区域F,谷,266.73,208.05,0.2724,36.32,26.897861,950.0,384.4059,0.0,345.5941,513.02,651.5354,267.1295,0.0,220.0,47.1295,72.7661,中,850.0,0.0,0.0,39.6033333333,473.416667,主时域0_2399
1063,区域A,平,738.39,0.0,0.6364,0.0,16.484127,1012.13,65.3184,0.0,946.8116,403.2,544.32,479.0016,0.0,0.0,479.0016,304.8366,中,350.0,0.0,0.0,9.4973333333,393.702667,主时域0_2399
1063,区域B,平,707.63,0.0,0.5954,4.16,27.188034,1012.13,79.704,0.0,932.426,393.6,531.36,451.656,0.0,0.0,451.656,268.916,中,320.0,0.0,0.0,16.879,376.721,主时域0_2399
1063,区域C,平,687.12,0.0,0.5646,31.8773333333,49.361111,1012.13,96.5779,0.0,915.5521,388.8,536.544,439.9661,0.0,0.0,439.9661,248.4048,中,300.0,0.0,0.0,37.824,350.976,主时域0_2399
1063,区域D,平,440.99,343.97,0.4311,62.6186666667,27.5,1012.13,231.7337,0.0,600.3963,473.64,606.2592,374.5255,0.0,180.0,194.5255,161.4579,低,900.0,0.0,0.0,63.962,409.678,主时域0_2399
1063,区域E,平,389.71,303.97,0.2258,69.328,49.920949,1012.13,352.2849,0.0,439.8451,472.4,590.5,238.2151,0.0,220.0,18.2151,53.789,中,820.0,0.0,0.0,76.438,395.962,主时域0_2399
1063,区域F,平,410.22,319.97,0.2669,24.64,20.703934,1012.13,348.3574,0.0,443.7726,476.6,605.282,256.9246,0.0,220.0,36.9246,68.5732,中,850.0,0.0,0.0,29.24,447.36,主时域0_2399
1064,区域A,平,738.14,0.0,0.6233,0.0,14.793651,1059.81,65.3184,0.0,994.4916,403.2,544.32,479.0016,0.0,0.0,479.0016,298.5617,中,350.0,0.0,0.0,8.3633333333,394.836667,主时域0_2399
1064,区域B,平,707.38,0.0,0.5831,4.16,24.957265,1059.81,79.704,0.0,980.106,393.6,531.36,451.656,0.0,0.0,451.656,263.3606,中,320.0,0.0,0.0,15.7126666667,377.887333,主时域0_2399
1064,区域C,平,686.88,0.0,0.5529,19.04,33.570988,1059.81,96.5779,0.0,963.2321,388.8,536.544,439.9661,0.0,0.0,439.9661,243.2572,中,300.0,0.0,0.0,24.5293333333,364.270667,主时域0_2399
1064,区域D,平,440.83,343.85,0.4222,59.84,28.736413,1059.81,227.6202,0.0,652.1898,455.97,583.6416,356.0214,0.0,180.0,176.0214,150.3122,低,900.0,0.0,0.0,64.74,391.23,主时域0_2399
1064,区域E,平,389.57,303.86,0.2212,82.1493333333,56.169302,1059.81,354.368,0.0,485.442,442.96,553.7,199.332,0.0,220.0,-20.668,44.0922,低,820.0,0.0,0.0,87.6093333333,355.350667,主时域0_2399
1064,区域F,平,410.08,319.86,0.2614,44.16,31.677019,1059.81,300.7451,0.0,539.0649,422.87,537.0449,236.2998,0.0,220.0,16.2998,61.7688,低,850.0,0.0,0.0,47.16,375.71,主时域0_2399
1065,区域A,平,737.87,0.0,0.6109,0.0,20.380952,1089.78,69.5448,0.0,1020.2352,403.2,544.32,474.7752,0.0,0.0,474.7752,290.0402,中,350.0,0.0,0.0,11.651,391.549,主时域0_2399
1065,区域B,平,707.12,0.0,0.5715,4.16,24.584046,1089.78,83.8298,0.0,1005.9502,393.6,531.36,447.5302,0.0,0.0,447.5302,255.7635,中,320.0,0.0,0.0,15.5913333333,378.008667,主时域0_2399
1065,区域C,平,686.63,0.0,0.542,35.52,55.271605,1089.78,100.744,0.0,989.036,388.8,536.544,435.8,0.0,0.0,435.8,236.2036,中,300.0,0.0,0.0,42.292,346.508,主时域0_2399
1065,区域D,平,440.67,343.72,0.4139,57.0506666667,28.706975,1089.78,224.4232,0.0,685.3568,440.79,564.2112,339.788,0.0,180.0,159.788,140.6382,低,900.0,0.0,0.0,63.6506666667,377.139333,主时域0_2399
1065,区域E,平,389.43,303.76,0.2168,64.3146666667,45.846509,1089.78,358.4924,0.0,511.2876,423.45,529.3125,170.8201,0.0,220.0,-49.1799,37.0338,低,820.0,0.0,0.0,70.4346666667,353.015333,主时域0_2399
1065,区域F,平,409.93,319.75,0.2562,60.144,42.569013,1089.78,280.6363,0.0,589.1437,405.85,515.4295,234.7932,0.0,220.0,14.7932,60.154,低,850.0,0.0,0.0,63.6756666667,342.174333,主时域0_2399
1066,区域A,平,737.58,0.0,0.6003,0.0,18.330688,1100.0,73.4832,0.0,1026.5168,403.2,544.32,470.8368,0.0,0.0,470.8368,282.6433,中,350.0,0.0,0.0,10.3386666667,392.861333,主时域0_2399
1066,区域B,平,706.85,0.0,0.5616,9.6,23.792023,1100.0,87.6744,0.0,1012.3256,393.6,531.36,443.6856,0.0,0.0,443.6856,249.1738,中,320.0,0.0,0.0,17.1783333333,376.421667,主时域0_2399
1066,区域C,平,686.36,0.0,0.5325,42.488,59.608025,1100.0,104.6261,0.0,995.3739,388.8,536.544,431.9179,0.0,0.0,431.9179,229.9963,中,300.0,0.0,0.0,47.2946666667,341.505333,主时域0_2399
1066,区域D,平,440.5,343.59,0.4067,49.7546666667,29.527853,1100.0,200.1231,0.0,719.8769,386.04,494.1312,294.0081,0.0,180.0,114.0081,119.5731,低,900.0,0.0,0.0,61.857,324.183,主时域0_2399
