任务编号,任务类型,到达小时,图形处理器需求量,连续执行时长,延时敏感性,来源区域,最大网络时延,最晚完成小时,最早开工小时,执行模式
29153,人工智能训练任务,1226,90,382,低,区域D,150,2406,1226,不可抢占
29154,批量推理任务,801,14,223,中,区域D,80,2406,801,不可抢占
29155,人工智能训练任务,1092,98,160,低,区域F,150,2406,1092,不可抢占
29156,人工智能训练任务,2018,127,318,低,区域F,150,2406,2018,不可抢占
29157,实时推理任务,516,7,274,高,区域A,20,521,516,不可抢占
29158,实时推理任务,12,4,233,高,区域A,20,16,12,不可抢占
29159,人工智能训练任务,1695,17,335,低,区域D,150,2406,1695,不可抢占
29160,实时推理任务,477,4,214,高,区域B,20,481,477,不可抢占
29161,批量推理任务,804,7,368,中,区域D,80,2406,804,不可抢占
29162,批量推理任务,825,9,152,中,区域E,80,2406,825,不可抢占
29163,人工智能训练任务,118,63,243,低,区域A,150,2406,118,不可抢占
29164,批量推理任务,902,7,34,中,区域A,80,2406,902,不可抢占
29165,实时推理任务,1408,4,129,高,区域A,20,1411,1408,不可抢占
29166,批量推理任务,707,4,222,中,区域C,80,2406,707,不可抢占
29167,批量推理任务,2296,4,74,中,区域D,80,2406,2296,不可抢占
29168,人工智能训练任务,2300,126,216,低,区域F,150,2406,2300,不可抢占
29169,人工智能训练任务,2209,103,245,低,区域F,150,2406,2209,不可抢占
29170,实时推理任务,1230,2,374,高,区域A,20,1237,1230,不可抢占
29171,人工智能训练任务,2029,120,98,低,区域D,150,2406,2029,不可抢占
29172,实时推理任务,1084,3,113,高,区域B,20,1086,1084,不可抢占
29173,批量推理任务,1131,17,97,中,区域C,80,2406,1131,不可抢占
29174,人工智能训练任务,1353,71,99,低,区域E,150,2406,1353,不可抢占
29175,批量推理任务,1459,19,370,中,区域E,80,2406,1459,不可抢占
29176,实时推理任务,1656,5,32,高,区域A,20,1657,1656,不可抢占
29177,人工智能训练任务,861,98,216,低,区域D,150,2406,861,不可抢占
29178,实时推理任务,1158,7,62,高,区域A,20,1160,1158,不可抢占
29179,实时推理任务,1363,2,204,高,区域B,20,1367,1363,不可抢占
29180,人工智能训练任务,1845,34,370,低,区域E,150,2406,1845,不可抢占
29181,人工智能训练任务,1184,36,253,低,区域F,150,2406,1184,不可抢占
29182,实时推理任务,329,6,61,高,区域D,20,331,329,不可抢占
29183,人工智能训练任务,2317,127,220,低,区域B,150,2406,2317,不可抢占
29184,实时推理任务,1513,1,116,高,区域A,20,1515,1513,不可抢占
29185,实时推理任务,2321,1,232,高,区域B,20,2325,2321,不可抢占
29186,实时推理任务,6,3,183,高,区域B,20,10,6,不可抢占
29187,实时推理任务,2101,3,194,高,区域C,20,2105,2101,不可抢占
29188,人工智能训练任务,2372,27,207,低,区域F,150,2406,2372,不可抢占
29189,实时推理任务,1623,7,80,高,区域F,20,1625,1623,不可抢占
29190,批量推理任务,2038,9,23,中,区域A,80,2406,2038,不可抢占
29191,批量推理任务,108,21,369,中,区域B,80,2406,108,不可抢占
29192,人工智能训练任务,1475,29,124,低,区域D,150,2406,1475,不可抢占
29193,实时推理任务,296,2,216,高,区域B,20,300,296,不可抢占
29194,人工智能训练任务,1360,100,120,低,区域E,150,2406,1360,不可抢占
29195,人工智能训练任务,2065,71,110,低,区域F,150,2406,2065,不可抢占
29196,批量推理任务,2173,12,165,中,区域A,80,2406,2173,不可抢占
29197,人工智能训练任务,175,17,245,低,区域D,150,2406,175,不可抢占
29198,批量推理任务,774,19,346,中,区域B,80,2406,774,不可抢占
29199,人工智能训练任务,1066,64,288,低,区域E,150,2406,1066,不可抢占
29200,实时推理任务,57,3,118,高,区域C,20,59,57,不可抢占
29201,实时推理任务,2108,1,42,高,区域C,20,2109,2108,不可抢占
29202,人工智能训练任务,2175,83,336,低,区域F,150,2406,2175,不可抢占
29203,人工智能训练任务,585,26,71,低,区域C,150,2406,585,不可抢占
29204,批量推理任务,2211,14,101,中,区域B,80,2406,2211,不可抢占
29205,人工智能训练任务,1328,90,130,低,区域D,150,2406,1328,不可抢占
29206,批量推理任务,2105,7,272,中,区域D,80,2406,2105,不可抢占
29207,实时推理任务,2229,2,13,高,区域C,20,2230,2229,不可抢占
29208,实时推理任务,785,1,375,高,区域C,20,792,785,不可抢占
29209,批量推理任务,97,4,31,中,区域A,80,2406,97,不可抢占
29210,实时推理任务,1852,7,378,高,区域A,20,1859,1852,不可抢占
29211,批量推理任务,844,20,247,中,区域B,80,2406,844,不可抢占
29212,实时推理任务,628,7,342,高,区域B,20,634,628,不可抢占
29213,实时推理任务,1508,7,99,高,区域B,20,1510,1508,不可抢占
29214,人工智能训练任务,2273,33,80,低,区域F,150,2406,2273,不可抢占
29215,批量推理任务,2321,5,201,中,区域F,80,2406,2321,不可抢占
29216,人工智能训练任务,1252,29,259,低,区域C,150,2406,1252,不可抢占
29217,人工智能训练任务,1453,48,48,低,区域D,150,2406,1453,不可抢占
29218,实时推理任务,252,2,373,高,区域B,20,259,252,不可抢占
29219,批量推理任务,1032,8,158,中,区域D,80,2406,1032,不可抢占
29220,人工智能训练任务,1879,74,23,低,区域E,150,2406,1879,不可抢占
29221,人工智能训练任务,318,78,262,低,区域F,150,2406,318,不可抢占
29222,实时推理任务,1049,5,178,高,区域A,20,1052,1049,不可抢占
29223,实时推理任务,1429,4,139,高,区域A,20,1432,1429,不可抢占
29224,人工智能训练任务,481,87,316,低,区域D,150,2406,481,不可抢占
29225,批量推理任务,58,5,19,中,区域C,80,2406,58,不可抢占
29226,批量推理任务,234,8,383,中,区域D,80,2406,234,不可抢占
29227,人工智能训练任务,294,45,74,低,区域F,150,2406,294,不可抢占
29228,人工智能训练任务,413,124,51,低,区域F,150,2406,413,不可抢占
29229,实时推理任务,1582,3,37,高,区域A,20,1583,1582,不可抢占
29230,实时推理任务,2024,3,134,高,区域A,20,2027,2024,不可抢占
29231,实时推理任务,9,5,163,高,区域B,20,12,9,不可抢占
29232,实时推理任务,1131,6,303,高,区域B,20,1137,1131,不可抢占
29233,人工智能训练任务,1465,120,281,低,区域E,150,2406,1465,不可抢占
29234,批量推理任务,447,17,320,中,区域E,80,2406,447,不可抢占
29235,人工智能训练任务,553,64,89,低,区域F,150,2406,553,不可抢占
29236,人工智能训练任务,787,67,313,低,区域D,150,2406,787,不可抢占
29237,人工智能训练任务,1027,89,303,低,区域D,150,2406,1027,不可抢占
29238,人工智能训练任务,424,32,296,低,区域D,150,2406,424,不可抢占
29239,实时推理任务,2386,2,241,高,区域B,20,2391,2386,不可抢占
29240,批量推理任务,1332,15,300,中,区域E,80,2406,1332,不可抢占
29241,实时推理任务,1303,3,65,高,区域D,20,1305,1303,不可抢占
29242,批量推理任务,1019,16,61,中,区域A,80,2406,1019,不可抢占
29243,人工智能训练任务,2343,83,237,低,区域D,150,2406,2343,不可抢占
29244,批量推理任务,598,13,299,中,区域B,80,2406,598,不可抢占
29245,批量推理任务,1479,21,372,中,区域C,80,2406,1479,不可抢占
29246,批量推理任务,320,8,169,中,区域D,80,2406,320,不可抢占
29247,批量推理任务,1101,20,258,中,区域E,80,2406,1101,不可抢占
29248,实时推理任务,636,1,350,高,区域F,20,642,636,不可抢占
29249,人工智能训练任务,2310,47,235,低,区域C,150,2406,2310,不可抢占
29250,人工智能训练任务,1824,23,32,低,区域D,150,2406,1824,不可抢占
29251,实时推理任务,256,5,232,高,区域B,20,260,256,不可抢占
29252,实时推理任务,781,5,284,高,区域B,20,786,781,不可抢占
29253,人工智能训练任务,529,69,45,低,区域E,150,2406,529,不可抢占
29254,实时推理任务,1365,1,321,高,区域C,20,1371,1365,不可抢占
29255,实时推理任务,1047,1,327,高,区域A,20,1053,1047,不可抢占
29256,实时推理任务,2032,3,266,高,区域A,20,2037,2032,不可抢占
29257,批量推理任务,448,4,258,中,区域B,80,2406,448,不可抢占
29258,实时推理任务,394,2,270,高,区域B,20,399,394,不可抢占
29259,批量推理任务,2109,22,66,中,区域D,80,2406,2109,不可抢占
29260,实时推理任务,645,2,399,高,区域C,20,652,645,不可抢占
29261,批量推理任务,154,20,62,中,区域F,80,2406,154,不可抢占
29262,人工智能训练任务,1663,72,112,低,区域C,150,2406,1663,不可抢占
29263,人工智能训练任务,1404,127,270,低,区域D,150,2406,1404,不可抢占
29264,实时推理任务,1684,6,329,高,区域B,20,1690,1684,不可抢占
29265,实时推理任务,539,1,34,高,区域B,20,540,539,不可抢占
29266,实时推理任务,1589,5,273,高,区域C,20,1594,1589,不可抢占
29267,批量推理任务,2308,12,229,中,区域E,80,2406,2308,不可抢占
29268,批量推理任务,2114,23,204,中,区域A,80,2406,2114,不可抢占
29269,实时推理任务,247,4,179,高,区域A,20,250,247,不可抢占
29270,实时推理任务,315,3,223,高,区域A,20,319,315,不可抢占
29271,实时推理任务,674,6,77,高,区域B,20,676,674,不可抢占
29272,人工智能训练任务,848,30,148,低,区域E,150,2406,848,不可抢占
29273,实时推理任务,93,3,338,高,区域C,20,99,93,不可抢占
29274,实时推理任务,1719,1,261,高,区域E,20,1724,1719,不可抢占
29275,批量推理任务,2374,8,90,中,区域A,80,2406,2374,不可抢占
29276,批量推理任务,1381,23,333,中,区域B,80,2406,1381,不可抢占
29277,批量推理任务,1598,17,158,中,区域C,80,2406,1598,不可抢占
29278,人工智能训练任务,1903,30,106,低,区域E,150,2406,1903,不可抢占
29279,实时推理任务,764,5,387,高,区域C,20,771,764,不可抢占
29280,实时推理任务,2246,2,174,高,区域C,20,2249,2246,不可抢占
29281,人工智能训练任务,787,115,292,低,区域A,150,2406,787,不可抢占
29282,批量推理任务,2068,5,11,中,区域A,80,2406,2068,不可抢占
29283,批量推理任务,407,13,115,中,区域B,80,2406,407,不可抢占
29284,批量推理任务,986,20,16,中,区域C,80,2406,986,不可抢占
29285,批量推理任务,1153,12,187,中,区域D,80,2406,1153,不可抢占
29286,批量推理任务,695,13,266,中,区域E,80,2406,695,不可抢占
29287,实时推理任务,2069,1,198,高,区域D,20,2073,2069,不可抢占
29288,实时推理任务,1993,2,295,高,区域A,20,1998,1993,不可抢占
29289,批量推理任务,228,16,192,中,区域B,80,2406,228,不可抢占
29290,批量推理任务,818,14,340,中,区域B,80,2406,818,不可抢占
29291,人工智能训练任务,2340,63,266,低,区域E,150,2406,2340,不可抢占
29292,人工智能训练任务,55,102,327,低,区域E,150,2406,55,不可抢占
29293,批量推理任务,1504,18,101,中,区域E,80,2406,1504,不可抢占
29294,实时推理任务,1107,5,342,高,区域F,20,1113,1107,不可抢占
29295,实时推理任务,2149,2,127,高,区域A,20,2152,2149,不可抢占
29296,人工智能训练任务,281,39,252,低,区域D,150,2406,281,不可抢占
29297,批量推理任务,2225,9,223,中,区域C,80,2406,2225,不可抢占
29298,实时推理任务,1627,1,170,高,区域B,20,1630,1627,不可抢占
29299,实时推理任务,1357,5,73,高,区域C,20,1359,1357,不可抢占
29300,批量推理任务,2014,12,319,中,区域F,80,2406,2014,不可抢占
29301,实时推理任务,351,5,327,高,区域A,20,357,351,不可抢占
29302,实时推理任务,2055,5,185,高,区域A,20,2059,2055,不可抢占
29303,批量推理任务,757,9,383,中,区域B,80,2406,757,不可抢占
29304,批量推理任务,1174,11,112,中,区域C,80,2406,1174,不可抢占
29305,实时推理任务,206,1,150,高,区域C,20,209,206,不可抢占
29306,批量推理任务,2387,20,36,中,区域E,80,2406,2387,不可抢占
29307,实时推理任务,1432,3,88,高,区域F,20,1434,1432,不可抢占
29308,人工智能训练任务,1886,52,377,低,区域C,150,2406,1886,不可抢占
29309,人工智能训练任务,2084,103,115,低,区域D,150,2406,2084,不可抢占
29310,人工智能训练任务,344,108,385,低,区域D,150,2406,344,不可抢占
29311,批量推理任务,1390,8,324,中,区域D,80,2406,1390,不可抢占
29312,批量推理任务,373,13,246,中,区域D,80,2406,373,不可抢占
29313,人工智能训练任务,1277,67,155,低,区域F,150,2406,1277,不可抢占
29314,人工智能训练任务,1463,102,367,低,区域A,150,2406,1463,不可抢占
29315,人工智能训练任务,1507,110,112,低,区域D,150,2406,1507,不可抢占
29316,实时推理任务,1737,4,298,高,区域A,20,1742,1737,不可抢占
29317,批量推理任务,1010,10,290,中,区域C,80,2406,1010,不可抢占
29318,人工智能训练任务,1300,59,386,低,区域E,150,2406,1300,不可抢占
29319,实时推理任务,564,7,137,高,区域C,20,567,564,不可抢占
29320,实时推理任务,1982,3,162,高,区域E,20,1985,1982,不可抢占
29321,实时推理任务,525,5,365,高,区域A,20,532,525,不可抢占
29322,人工智能训练任务,1251,56,129,低,区域D,150,2406,1251,不可抢占
29323,实时推理任务,1083,1,273,高,区域B,20,1088,1083,不可抢占
29324,人工智能训练任务,1964,112,166,低,区域E,150,2406,1964,不可抢占
29325,人工智能训练任务,702,127,24,低,区域E,150,2406,702,不可抢占
29326,人工智能训练任务,2190,52,372,低,区域F,150,2406,2190,不可抢占
29327,实时推理任务,663,3,129,高,区域A,20,666,663,不可抢占
29328,实时推理任务,634,5,127,高,区域A,20,637,634,不可抢占
29329,人工智能训练任务,311,107,45,低,区域D,150,2406,311,不可抢占
29330,人工智能训练任务,1879,68,21,低,区域D,150,2406,1879,不可抢占
29331,实时推理任务,1572,4,298,高,区域B,20,1577,1572,不可抢占
29332,批量推理任务,435,14,220,中,区域E,80,2406,435,不可抢占
29333,人工智能训练任务,999,70,214,低,区域F,150,2406,999,不可抢占
29334,人工智能训练任务,1076,65,323,低,区域B,150,2406,1076,不可抢占
29335,实时推理任务,134,2,26,高,区域A,20,135,134,不可抢占
29336,批量推理任务,1374,8,153,中,区域B,80,2406,1374,不可抢占
29337,批量推理任务,2112,10,270,中,区域C,80,2406,2112,不可抢占
29338,实时推理任务,1000,6,291,高,区域C,20,1005,1000,不可抢占
29339,实时推理任务,1191,3,95,高,区域C,20,1193,1191,不可抢占
29340,批量推理任务,1555,16,53,中,区域A,80,2406,1555,不可抢占
29341,实时推理任务,1527,4,118,高,区域A,20,1529,1527,不可抢占
29342,实时推理任务,248,4,314,高,区域A,20,254,248,不可抢占
29343,实时推理任务,247,3,194,高,区域B,20,251,247,不可抢占
29344,实时推理任务,1149,6,347,高,区域B,20,1155,1149,不可抢占
29345,实时推理任务,899,3,75,高,区域C,20,901,899,不可抢占
29346,实时推理任务,62,5,252,高,区域D,20,67,62,不可抢占
29347,实时推理任务,463,4,219,高,区域A,20,467,463,不可抢占
29348,实时推理任务,269,4,366,高,区域A,20,276,269,不可抢占
29349,批量推理任务,1737,19,204,中,区域B,80,2406,1737,不可抢占
29350,批量推理任务,1259,21,330,中,区域C,80,2406,1259,不可抢占
29351,实时推理任务,342,5,318,高,区域C,20,348,342,不可抢占
29352,批量推理任务,1017,11,135,中,区域E,80,2406,1017,不可抢占
29353,批量推理任务,1958,21,194,中,区域F,80,2406,1958,不可抢占
29354,人工智能训练任务,113,76,252,低,区域C,150,2406,113,不可抢占
29355,批量推理任务,1375,20,159,中,区域B,80,2406,1375,不可抢占
29356,人工智能训练任务,565,105,336,低,区域D,150,2406,565,不可抢占
29357,人工智能训练任务,545,38,391,低,区域E,150,2406,545,不可抢占
29358,批量推理任务,1942,10,156,中,区域E,80,2406,1942,不可抢占
29359,实时推理任务,519,5,163,高,区域D,20,522,519,不可抢占
29360,批量推理任务,217,12,159,中,区域A,80,2406,217,不可抢占
29361,人工智能训练任务,1252,76,67,低,区域D,150,2406,1252,不可抢占
29362,人工智能训练任务,1910,44,168,低,区域D,150,2406,1910,不可抢占
29363,批量推理任务,1937,12,46,中,区域C,80,2406,1937,不可抢占
29364,人工智能训练任务,2390,111,77,低,区域E,150,2406,2390,不可抢占
29365,人工智能训练任务,2122,67,282,低,区域F,150,2406,2122,不可抢占
29366,批量推理任务,752,19,261,中,区域F,80,2406,752,不可抢占
29367,批量推理任务,1650,8,15,中,区域A,80,2406,1650,不可抢占
29368,人工智能训练任务,1786,117,55,低,区域D,150,2406,1786,不可抢占
